title,price,OS,SSD,Display,In_build_sw,warranty,id_laptop,RAM_GB,RAM_Type,Proc_Manufacturer,Proc_Series,Proc_Generation,Proc_Cores
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,50990,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Display,Microsoft Office 2021 Home & Student,2 Years Onsite�Warranty,191,8,DDR4,AMD,Ryzen 5,,6.0
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,34990,64 bit Windows 11 Operating System,256,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,192,8,DDR4,AMD,Ryzen 3,,2.0
MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,129990,64 bit Windows 10 Operating System,1024,39.62 cm (15.6 inch) Display,,2 Year Carry-In Warranty Term,193,16,DDR4,Intel,Core i7,11.0,
HP 15s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15S-FQ2670TU Laptop,39490,64 bit Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, HP Documentation, HP CoolSense, HP SSRM, HP Smart, HP Support Assistant",1 Year onsite Warranty,194,8,DDR4,Intel,Core i3,11.0,
HP OMEN Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX...,108290,64 bit Windows 11 Operating System,512,40.89 cm (16.1 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,195,16,DDR5,AMD,Ryzen 7,,8.0
HP Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080Ti) 17-ck1...,299999,64 bit Windows 11 Operating System,2048,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,196,32,DDR5,Intel,Core i9,12.0,
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,69990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Microsoft Office Home & Student 2021, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",1 Year Onsite Warranty,197,8,DDR4,AMD,Ryzen 5,,6.0
DELL Inspiron Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,43990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Hardware Service,198,8,DDR4,AMD,Ryzen 3,,4.0
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Lapt...,55497,64 bit Windows 11 Operating System,512,35.56 cm (14 inch) Touchscreen Display,"""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart """,1 Year Onsite Warranty,199,8,DDR4,Intel,Core i3,11.0,
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0074TU Thin and Light Lap...,77070,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,200,16,DDR4,Intel,Core i5,12.0,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A,245990,Mac OS Operating System,1024,41.15 cm (16.2 inch) Display,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warranty,201,16,Unified Memory,Apple,M1,,
MSI Katana GF66 Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,80990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Windows 11 Home, MSI Center, CoolerBoost",2 Year On-Site & Carry-In Warranty,202,8,DDR4,Intel,Core i7,12.0,
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light L...,89902,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Hardware Service,203,8,DDR4,Intel,Core i5,11.0,
APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A,117900,Mac OS Operating System,512,33.78 cm (13.3 inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warra­nty,204,8,DDR4,Apple,M1,,
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,61990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",1 Year onsite warranty,205,8,DDR4,AMD,Ryzen 5,,6.0
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,361990,64 bit Windows 11 Operating System,2048,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,206,32,DDR5,AMD,Ryzen 9,,8.0
HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Lap...,52490,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,207,8,DDR4,AMD,Ryzen 5,,6.0
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,78990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,208,8,DDR4,AMD,Ryzen 7,,8.0
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,42990,64 bit Windows 11 Operating System,256,35.56 cm (14 Inch) Touchscreen Display,,1 Year onsite warranty,209,8,DDR4,Intel,Core i3,11.0,
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop,44890,Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,12 Months,210,8,DDR4,Intel,Core i3,11.0,
HP Pavilion x360 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0092TU Thin and Light Lapt...,89990,Windows 11 Operating System,512,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,211,16,DDR4,Intel,Core i7,12.0,
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,151990,64 bit Windows 11 Operating System,1024,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Warranty,212,16,DDR5,AMD,Ryzen 7,,8.0
DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-...,70990,64 bit Windows 10 Operating System,512,38.0 cm (14.96 Inch) Display,Office Home and Student 2019,1 Year Premium Support,213,8,DDR4,AMD,Ryzen 5,,6.0
DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3000 Thin and Light Laptop,56400,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,215,8,DDR4,Intel,Core i5,11.0,
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MPHH3HN/A,199900,Mac OS Operating System,512,35.56 cm (14 Inch) Display,,1 Year Limited Warranty,216,16,Unified Memory,Apple,M2,,
MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) C...,134990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 Inch) Display,,2 Year On-Site & Carry-In Warranty,217,16,DDR4,Intel,Core i7,12.0,
ASUS Vivobook 14 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) X415JA-EB531WS Notebook,48990,64 bit Windows 11 Operating System,512,35.56 cm (14 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,218,16,DDR4,Intel,Core i5,10.0,
ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 G...,94990,64 bit Windows 11 Operating System,512,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,219,16,DDR5,Intel,Core i5,12.0,
DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,41990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,220,8,DDR4,Intel,Core i3,10.0,
HP Pavilion Gaming Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,59990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,221,8,DDR4,AMD,Ryzen 5,,4.0
DELL Inspiron 3000 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Laptop,43500,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,222,8,DDR4,Intel,Core i3,11.0,
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,113490,Mac OS Operating System,256,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warra­nty,223,8,Unified Memory,Apple,M2,,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,62490,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,224,8,DDR4,AMD,Ryzen 5,,6.0
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA Laptop,37990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,225,8,DDR4,Intel,Core i3,11.0,
DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop,44990,Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,12 months,210,8,DDR4,Intel,Core i3,11.0,
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A,113990,Mac OS Operating System,256,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warra­nty,226,8,Unified Memory,Apple,M2,,
HP Chromebook Intel Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,56340,64 bit Chrome Operating System,256,35.56 cm (14 inch) Display,"1M+ Android apps, Preinstalled G-suite apps, Linux kernel and apps, Chrome web extensions, Available online and offline, Google Chrome, Google Play Store, Google Drive, Gmail, Google Calendar, Google Photo, Google Map, YouTube, Google Docs, Google spreadsheet, Google Slide, Google Hangouts, Google Keep, Google Shopping, Google Play Movies & TV, Google Play Books Drawing canvas, Google Play Music, Google Play Games",1 Year Onsite Warranty,227,8,DDR4,Intel,Core i5,11.0,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5518 Thin and Light Laptop,71890,64 bit Windows 10 Operating System,512,38.86 cm (15.3 Inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,228,16,DDR4,Intel,Core i5,11.0,
HP Envy 13 Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0059TU Thin and Ligh...,102123,Windows 11 Operating System,512,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,230,16,DDR4,Intel,Core i7,12.0,
HP Envy x360 Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0043TU Thin and Ligh...,84990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Touchscreen Display,,1 Year Onsite Warranty,232,16,DDR4,Intel,Core i5,12.0,
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0084TU Thin and Light Laptop,72999,64 bit Windows 11 Operating System,512,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,233,8,DDR4,Intel,Core i5,12.0,
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,174990,Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student,1 Year Onsite Warranty,234,16,DDR5,AMD,Ryzen 9,,8.0
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,57990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),236,8,DDR4,Intel,Core i5,12.0,
ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW312WS Thin and ...,45990,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,237,8,DDR4,Intel,Core i3,12.0,
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,45490,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,2 Years Onsite�Warranty,238,8,DDR4,AMD,Ryzen 5,,4.0
MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,119990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year On-Site Warranty,239,16,DDR4,AMD,Ryzen 9,5.0,8.0
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,60990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year onsite warranty,56,16,DDR4,AMD,Ryzen 7,,8.0
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,132900,Mac OS Operating System,512,33.78 cm (13.3 inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warranty,240,16,DDR4,Apple,M1,,
MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...,299990,64 bit Windows 11 Operating System,2048,43.94 cm (17.3 Inch) Display,,2 Year On-Site & Carry-In Warranty,241,32,DDR5,Intel,Core i9,12.0,
ASUS VivoBook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EB312WS Thin and ...,47990,Windows 11 Operating System,512,35.56 cm (14 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,242,8,DDR4,Intel,Core i3,12.0,
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Laptop Thin an...,87701,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Hardware Service,243,8,DDR4,Intel,Core i5,12.0,
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) Z15S0010Z,139000,Mac OS Operating System,512,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warranty,245,8,Unified Memory,Apple,M2,,
HP Spectre Intel Evo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360 f1003TU Thin and Light...,138999,64 bit Windows 11 Operating System,512,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Warranty,246,16,DDR4,Intel,Core i7,12.0,
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,211990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,181,16,DDR5,AMD,Ryzen 9,,8.0
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Laptop,89890,Windows 11 Operating System,512,33.78 cm (13.3 inch) Display,,1 YEAR WAARANTY,247,16,DDR4,Intel,Core i7,12.0,
HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook Notebo...,34190,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,Windows 11,1 Year,248,8,DDR4,AMD,Ryzen 3,,2.0
ASUS ROG Strix G15 Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/N...,99990,Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,Office Home and Student 2019,1 Year Onsite Warranty,249,16,DDR4,AMD,Ryzen 9,,8.0
DELL Inspiron Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Metal Laptop Thin a...,64490,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Hardware Service,250,8,DDR4,Intel,Core i5,12.0,
acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,26490,64 bit Windows 11 Operating System,256,35.56 cm (14 inch) Display,,1 Year International Travelers Warranty (ITW),251,4,DDR4,Intel,Pentium,,
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G1...,84490,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Premium Support,252,8,DDR5,Intel,Core i5,12.0,
ASUS TUF Gaming A17 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NV...,64490,64 bit Windows 10 Operating System,512,43.94 cm (17.3 inch) Display,,1 Year Onsite Warranty,253,8,DDR4,AMD,Ryzen 5,,6.0
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Lap...,60090,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,"Acer Care Center, Quick Access, Acer Product Registration, MS Office 2021 Home & Student",1 Year International Travelers Warranty (ITW),254,8,DDR4,Intel,Core i5,11.0,
Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,70890,64 bit Windows 10 Operating System,512,39.62 cm (15.6 Inch) Display,Microsoft Office (Trial Only),1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,255,8,DDR4,Intel,Core i7,10.0,
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin...,40990,64 bit Windows 11 Operating System,512,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,256,8,DDR4,Intel,Core i3,11.0,
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,48990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,Office Home and Student 2021,2 Years Onsite�Warranty,257,8,DDR4,AMD,Ryzen 5,,6.0
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,37490,64 bit Windows 11 Operating System,256,39.62 cm (15.6 Inch) Display,,1 Years Carry in Warranty,258,8,DDR4,Intel,Core i3,11.0,
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,391990,64 bit Windows 11 Operating System,2048,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,206,32,DDR5,AMD,Ryzen 9,,8.0
HP 15s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop,39890,64 bit Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart",1 Year Onsite Warranty,259,8,DDR4,Intel,Core i3,11.0,
Infinix INBook X2 Plus Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,49990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,260,16,DDR4,Intel,Core i5,11.0,
ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,229990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,262,32,DDR5,Intel,Core i9,12.0,
APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,121990,Mac OS Operating System,256,33.78 cm (13.3 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warranty,263,8,Unified Memory,Apple,M2,,
Lenovo Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 82KBA03TIH Laptop,37890,Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,,1 YEAR,264,8,DDR4,Intel,Core i3,11.0,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK1E3HN/A,225990,Mac OS Operating System,512,41.15 cm (16.2 inch) Display,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",1 Year Limited Warranty,265,16,Unified Memory,Apple,M1,,
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/1 TB SSD/Windows 10 Home...,154990,Windows 10 Operating System,1024,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,266,16,DDR4,AMD,Ryzen 9,,8.0
ASUS Vivobook 14 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW512WS Thin and...,66990,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,267,16,DDR4,Intel,Core i5,12.0,
ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB G...,146990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,268,16,DDR4,AMD,Ryzen 7,,8.0
HP Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) 17-ck1...,199999,64 bit Windows 11 Operating System,1024,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,269,32,DDR5,Intel,Core i7,12.0,
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,49490,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Hardware Service,270,8,DDR4,Intel,Core i3,12.0,
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin and Light Lapt...,71990,Windows 11 Operating System,512,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,271,16,DDR4,Intel,Core i5,12.0,
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,151990,64 bit Windows 11 Operating System,512,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,272,16,DDR5,Intel,Core i7,12.0,
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop,39990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"Office Home and Student 2019, MyASUS, Link to MyASUS, Splendid, Tru2Life",1 Year Onsite Warranty,274,8,DDR4,Intel,Core i3,11.0,
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,104990,64 bit Windows 11 Operating System,512,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,275,16,DDR4,Intel,Core i7,11.0,
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,58900,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,276,8,DDR4,Intel,Core i5,11.0,
Lenovo Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,139990,64 bit Windows 11 Operating System,1024,40.64 cm (16 inch) Display,Microsoft Office Home & Student 2019,3 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection,277,16,DDR4,AMD,Ryzen 7,,8.0
ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,281990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,278,32,DDR5,Intel,Core i9,12.0,
