title,price,OS,SSD,Display,In_build_sw,warranty,id_laptop,RAM_GB,RAM_Type,Proc_Manufacturer,Proc_Series,Proc_Generation,Proc_Cores
MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,259990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,2 Year On-Site Warranty,414,16,DDR5,Intel,Core i7,12.0,
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home...,137990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,415,16,DDR5,AMD,Ryzen 7,,8.0
HP Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 16-d031...,75990,Windows 11 Operating System,512,40.89 cm (16.1 Inch) Touchscreen Display,,1 Year Onsite Warranty,416,16,DDR4,Intel,Core i5,11.0,
acer Aspire Vero (Green PC) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) AV15-51 Notebook,54990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),417,16,DDR4,Intel,Core i5,11.0,
Avita SATUS S111 Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-SG Laptop,16990,64 bit Windows 11 Operating System,128,35.81 cm (14.1 Inch) Display,,1 Year Domestic Warranty,418,4,DDR4,Intel,Celeron,,2.0
ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,81990,Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Warranty,419,16,DDR4,AMD,Ryzen 7,7.0,2.0
MSI CreatorPro M16 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,109990,64 bit Windows 11 Operating System,1024,40.64 cm (16 inch) Display,"Windows 11 Home, MSI Center, CoolerBoost",2 Year On-Site & Carry-In Warranty,421,16,DDR4,Intel,Core i7,12.0,
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapt...,140131,64 bit Windows 10 Operating System,512,38.1 cm (15 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,422,16,DDR4,Intel,Core i7,11.0,
HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 1...,77990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,423,8,DDR4,Intel,Core i5,12.0,
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,105990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Premium Support,394,16,DDR5,AMD,Ryzen 7,,8.0
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop,39990,64 bit Windows 10 Operating System,256,38.0 cm (14.96 Inch) Display,,1 Year Onsite Warranty,425,8,DDR4,Intel,Core i3,11.0,
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,107990,Windows 11 Operating System,1024,39.62 cm (15.6 Inch) Display,"Office Home and Student, McAfee",1 Year Onsite Warranty,426,16,DDR5,AMD,Ryzen 7,,8.0
Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,50490,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Display,,1 Year Onsite Warranty Commencing from the Date of Purchase,427,8,DDR4,Intel,Core i5,10.0,
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) New G...,161531,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Hardware Service,428,16,DDR5,Intel,Core i7,12.0,
MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,172990,64 bit Windows 10 Operating System,1024,40.64 cm (16 inch) Display,,2 Year On-Site Warranty,429,16,DDR4,Intel,Core i9,11.0,
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 7420 Thin and Light L...,85990,64 bit Windows 11 Operating System,512,35.56 cm (14 inch) Touchscreen Display,,1 Year Onsite Hardware Service,430,8,DDR5,Intel,Core i5,12.0,
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 G...,179990,64 bit Windows 11 Operating System,1024,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,431,16,DDR5,Intel,Core i7,12.0,
DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,42572,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Hardware Service,432,8,DDR4,AMD,Ryzen 3,,4.0
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Wi...,189990,Windows 11 Operating System,1024,36.83 cm (14.5 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,433,16,DDR5,Intel,Core i7,12.0,
Avita Pura E - Comet Lake i3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) NS14A6INT441N-SGD La...,29990,64 bit Windows 10 Operating System,256,35.56 cm (14 Inch) Display,,2 Years Onsite Warranty,434,4,DDR4,Intel,Core i3,10.0,
HP Spectre Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 Laptop,99999,64 bit Windows 10 Operating System,512,34.29 cm (13.5 inch) Touchscreen Display,"HP Audio Switch, HP ePrint, Dropbox, HP Connection Optimizer, HP Support Assistant, HP Recovery Manager, HP Documentation, HP System Event Utility, HP Jumpstart",1 Year Onsite Warranty,435,16,DDR4,Intel,Core i5,11.0,
DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G...,125990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Premium Support,438,16,DDR5,Intel,Core i7,12.0,
Lenovo Legion 5 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/2 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA ...,137990,64 bit Windows 10 Operating System,2048,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,439,16,DDR4,AMD,Ryzen 7,,8.0
ASUS Vivobook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW311WS Thin and ...,45990,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Touchscreen Display,,1 Year Onsite Warranty,440,8,DDR4,Intel,Core i3,12.0,
Infinix INBook X1 Neo Series Celeron Quad Core - (8 GB/256 GB SSD/Windows 11 Home) XL22 Thin and Light...,29990,64 bit Windows 11 Operating System,256,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,441,8,DDR4,Intel,Celeron,,4.0
ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,160990,Windows 11 Operating System,1024,35.56 cm (14 inch) Display,,1 Year Warranty,442,16,DDR4,AMD,Ryzen 7,10.0,4.0
ASUS TUF GAMING F15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,63980,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year Onsite Warranty,443,16,DDR4,Intel,Core i5,10.0,
GIGABYTE G5 GD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,73990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,2 year carry on warranty,445,16,DDR4,Intel,Core i5,11.0,
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti)...,95063,Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Warranty,446,16,DDR5,Intel,Core i5,12.0,
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,67246,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,447,8,DDR4,Intel,Core i5,10.0,
Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,38990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,Office Home and Student 2021,2 Year Onsite�Warranty,448,8,DDR4,Intel,Core i3,10.0,
acer Aspire 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R9PX Thin and Light ...,59990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Configuration Manager, Quick Access, Acer Product Registration",1 Year International Travelers Warranty (ITW),449,8,DDR4,AMD,Ryzen 7,,8.0
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,72990,Windows 10 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,276,8,DDR4,Intel,Core i5,11.0,
GIGABYTE AERO 5 XE4 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,203624,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,2 Year Carry-in Warranty,452,16,DDR4,Intel,Core i7,12.0,
Lenovo Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16I...,105990,64 bit Windows 11 Operating System,512,40.64 cm (16 Inch) Display,,1 Year Onsite Warranty,453,16,DDR4,Intel,Core i7,12.0,
HP 15s Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0500AU Thin and Light Laptop,52575,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart, McAfee LiveSafe (30 days free trial as default)",1 Year Onsite Warranty,454,8,DDR4,AMD,Ryzen 5,,4.0
Lenovo V15 G2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,49490,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,No,1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On,455,8,DDR4,Intel,Core i5,11.0,
MSI Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12M-227IN Thin and Light Laptop,57990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Carry-in Warranty,456,16,DDR4,Intel,Core i5,12.0,
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 16-B...,132765,64 bit Windows 11 Operating System,1024,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,457,16,DDR5,Intel,Core i7,12.0,
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,233990,64 bit Windows 10 Operating System,2048,35.56 cm (14 inch) Display,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,458,16,DDR3,Intel,Core i7,10.0,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,69990,64 bit Windows 10 Operating System,512,35.56 cm (14 inches) Display,,1 Year Onsite Warranty,371,16,DDR4,Intel,Core i5,11.0,
DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,44890,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,Office Home and Student 2021,1 Year Onsite Warranty,459,8,DDR4,Intel,Core i3,10.0,
MSI Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-269IN Thin and Light Laptop,44990,Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,1 Year Carry-in Warranty,460,8,DDR4,Intel,Core i3,12.0,
acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,57990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),461,8,DDR4,Intel,Core i5,12.0,
ASUS ROG Flow Z13 (2022) with RTX 3080 eGPU Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Gr...,304980,64 bit Windows 11 Operating System,1024,34.04 cm (13.4 Inch) Touchscreen Display,,1 Year Onsite Warranty,462,16,DDR5,Intel,Core i9,12.0,
HP HP Envy x360 Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-ay1037AU Thin and Light ...,98060,64 bit Windows 11 Operating System,1024,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,463,16,DDR4,AMD,Ryzen 7,,8.0
acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,159990,64 bit Windows 10 Operating System,2048,39.62 cm (15.6 inch) Display,"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access",1 Year International Travelers Warranty (ITW),464,16,DDR4,Intel,Core i7,10.0,
HP Pavilion PLUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-eh0037TU Thin and Light Lapt...,81990,Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,466,16,DDR4,Intel,Core i5,12.0,
ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (16 GB/1 TB SSD/Windows 10 Ho...,89990,64 bit Windows 10 Operating System,1024,39.62 cm (15.6 inch) Display,"Windows 10 Home, Ms-Office Home & Student 2019",1 Year Onsite Warranty by Asus,467,16,DDR4,AMD,Ryzen 7,5.0,8.0
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Hom...,219990,64 bit Windows 11 Operating System,1024,40.64 cm (16 inch) Display,,1 Year Onsite Warranty,468,16,DDR5,Intel,Core i9,12.0,
DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,104990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Premium Support,469,16,DDR5,Intel,Core i7,12.0,
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,73990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty (ITW),470,16,DDR4,Intel,Core i5,12.0,
Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop,37890,Windows 10 Operating System,256,35.56 cm (14 inch) Display,,2 Year Onsite Warranty,471,8,DDR4,Intel,Core i3,10.0,
Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 14IIL05 Thin and Light L...,35990,64 bit Windows 11 Operating System,256,35.56 cm (14 Inch) Display,,2 Year Onsite�Warranty,472,4,DDR4,Intel,Core i3,10.0,
Vaio E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN007P Thin and Light ...,41990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,Microsoft Office 365,2 Years Onsite Warranty,473,8,DDR4,AMD,Ryzen 5,,4.0
Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,38990,64 bit Windows 10 Operating System,256,38.1 cm (15 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,474,4,DDR4,Intel,Core i3,11.0,
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,104990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,McAfee,1 Year Onsite Warranty,475,16,DDR5,AMD,Ryzen 7,,8.0
Lenovo Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,59190,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,2 Years Onsite Warranty,476,16,DDR4,Intel,Core i5,11.0,
MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,57999,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",2 Years Carry In Warranty,478,8,DDR4,Intel,Core i5,9.0,
acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,155490,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 Inch) Display,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",1 Year International Travelers Warranty (ITW),479,16,DDR5,Intel,Core i7,12.0,
acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A315-58 Thin and Light Laptop,38744,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,"Acer Care Center, Quick Access, Acer Product Registration",1 Year International Travelers Warranty (ITW),480,4,DDR4,Intel,Core i3,11.0,
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Wi...,149990,64 bit Windows 11 Operating System,1024,36.83 cm (14.5 inch) Touchscreen Display,,1 Year Onsite Warranty,433,16,DDR5,Intel,Core i7,12.0,
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,38990,64 bit Windows 11 Operating System,512,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,481,8,DDR4,Intel,Core i3,10.0,
ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Hom...,249990,64 bit Windows 11 Operating System,1024,40.64 cm (16 inch) Display,,1 Year Onsite Warranty,482,32,DDR5,Intel,Core i9,12.0,
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,42654,64 bit Windows 11 Operating System,256,38.0 cm (14.96 Inch) Display,Microsoft Office Home and Student 2021,1 Year Onsite Warranty,483,8,DDR4,Intel,Core i3,11.0,
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,35990,64 bit Windows 11 Operating System,256,35.56 cm (14 inch) Display,,1 Year Onsite Warranty,144,8,DDR4,Intel,Core i3,10.0,
HP Victus Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,96579,64 bit Windows 11 Operating System,512,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,485,8,DDR5,AMD,Ryzen 5,,6.0
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,99500,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"Acer Collection, Quick Access, Acer Product Registration",1 Year International Travelers Warranty (ITW),486,8,DDR4,Intel,Core i5,8.0,
ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100CKA-GJ0722W Laptop,22990,64 bit Windows 11 Operating System,128,29.46 cm (11.6 Inch) Display,,1 Year Onsite Warranty,487,4,DDR4,Intel,Celeron,,2.0
Lenovo IdeaPad Gaming Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,90990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,488,16,DDR4,AMD,Ryzen 7,,8.0
ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,83990,64 bit Windows 11 Operating System,1024,43.94 cm (17.3 Inch) Display,,1 Year Onsite Warranty,489,8,DDR4,AMD,Ryzen 7,,8.0
ASUS Ryzen 3 Dual Core - (8 GB/256 GB SSD/Windows 11 Home) X512DA-BQ303WS Laptop,34490,Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,,1 Year,490,8,DDR4,AMD,Ryzen 3,,2.0
ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen - (32 GB/1 TB SSD/Wi...,179990,Windows 11 Operating System,1024,36.83 cm (14.5 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,491,32,DDR5,Intel,Core i9,12.0,
ASUS Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) FX506LHB - HN357W Laptop,67461,Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 YEAR,492,8,DDR4,Intel,Core i5,10.0,
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0086TU Thin and Light Laptop,73999,64 bit Windows 11 Operating System,512,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,494,8,DDR4,Intel,Core i5,12.0,
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,40990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,138,8,DDR4,Intel,Core i3,11.0,
Lenovo Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Thin and Light Laptop,72490,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Onsite warranty + 1 Year Accidental Damage Protection + 1 Year Premium Care,496,16,DDR4,Intel,Core i5,12.0,
HP OMEN 15 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,152000,64 bit Windows 10 Operating System,1024,39.62 cm (15.6 inch) Display,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",1 Year Onsite Warranty,497,16,DDR4,AMD,Ryzen 7,,8.0
ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L303WS K513E Thin ...,42990,64 bit Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee",1 Year Onsite Warranty,498,8,DDR4,Intel,Core i3,11.0,
HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,99990,64 bit Windows 11 Operating System,512,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,499,16,DDR4,AMD,Ryzen 7,,8.0
HP Victus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) ...,104890,64 bit Windows 11 Operating System,512,40.89 cm (16.1 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,500,16,DDR4,Intel,Core i7,11.0,
HP Intel Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,97500,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,501,16,DDR4,Intel,Core i5,10.0,
HP 14s Intel Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3033tu Thin and Light Laptop,30490,64 bit Windows 11 Operating System,256,35.56 cm (14 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation",1 Year Onsite Warranty,502,8,DDR4,Intel,Pentium,,4.0
DELL Inspiron Core i3 11th Gen - (4 GB/512 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop,45990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,503,4,DDR4,Intel,Core i3,11.0,
acer Aspire 3 Ryzen 3 Dual Core R33250U - (4 GB/512 GB SSD/Windows 11 Home) A315-23 Notebook,29990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year International Travelers Warranty,504,4,DDR4,AMD,Ryzen 3,,2.0
acer Swift 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) SF314-43 Thin and Light Lapto...,59990,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Display,"Acer Care Center, Quick Access, Acer Product Registration",1 Year International Travelers Warranty (ITW),505,8,DDR4,AMD,Ryzen 5,,6.0
acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,150490,64 bit Windows 10 Operating System,2048,39.62 cm (15.6 inch) Display,"PredatorSense, Acer Product Registration, Acer Care Center, Acer Collection, Quick Access",1 Year International Travelers Warranty,506,16,DDR4,Intel,Core i7,10.0,
acer Nitro 5 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,59990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,"Acer Care Center, Acer Product Registration, NitroSense, Quick Access",1 Year International Travelers Warranty (ITW),508,8,DDR4,AMD,Ryzen 5,,6.0
DELL Allienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,1174131,64 bit Windows 11 Operating System,1024,43.94 cm (17.3 Inch) Display,,1 Year Onsite Premium Support Plus (Includes ADP),509,32,DDR5,Intel,Core i7,12.0,
Lenovo IdeaPad 3 Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15ADA05 Thin and Light La...,37990,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Warranty,510,8,DDR4,AMD,Ryzen 3,,2.0
MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,52990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Carry-In Warranty,511,8,DDR4,AMD,Ryzen 5,,6.0
