title,price,SSD,In_build_sw,id_laptop,RAM_GB,RAM_Type,Proc_Manufacturer,Proc_Series,Proc_Generation,Proc_Cores,OS_Name,OS_Bitness,Display_inch,Touchscreen,Warranty_Years,Warranty_Type,average_rating
Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,47999,512,,310,8,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,45890,256,Office Home and Student 2021,311,8,1,2,2,10.0,8.0,3,64.0,15.6,0,1,2,
acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,119990,1024,,313,16,1,2,5,11.0,8.0,3,64.0,15.6,0,1,0,
ASUS Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ312WS Laptop,42940,512,,314,8,1,2,2,12.0,8.0,3,64.0,15.6,0,1,3,
DELL Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 T...,206581,1024,,315,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,99999,1024,,316,16,1,2,4,11.0,8.0,3,64.0,16.1,0,1,2,
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14ALC05 2 in 1 Lapto...,61990,512,Office Home and Student 2021,317,8,1,0,11,,6.0,3,64.0,14.0,1,1,2,
HP Ryzen 3 Hexa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-E...,60990,512,,318,8,1,0,10,4.0,6.0,3,64.0,15.6,0,1,2,
DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt...,44990,256,Office Home and Student 2019 included,319,8,1,0,11,,4.0,3,64.0,15.6,0,1,2,
HP Victus Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) ...,92090,512,,320,16,1,2,4,12.0,8.0,3,64.0,15.6,0,1,2,
Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,44990,512,,321,8,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,36680,256,Microsoft Office Home & Student 2021,322,8,1,0,10,,2.0,3,64.0,15.6,0,1,2,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK193HN/A,240990,1024,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",323,16,3,1,6,,8.0,1,,16.2,0,1,1,
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,65990,512,,324,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,114990,1024,"PCI-e SSD (NVMe) ready,Silver-Lining Print Keyboard,Matrix Display (Extend),Cooler Boost 5,Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel,RGB Gaming Keyboard,Speaker Tuning Engine,MSI Center",325,16,1,0,12,,8.0,3,64.0,15.6,0,1,3,
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,241990,1024,,326,32,2,2,5,12.0,8.0,3,64.0,16.0,0,1,2,
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY03HN/A,149900,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",327,8,3,1,7,,8.0,1,,13.6,0,1,1,
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,139990,1024,Microsoft Office Home & Student,328,16,1,0,13,,8.0,3,64.0,15.6,0,1,2,
ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,54990,512,,329,16,1,0,11,,6.0,3,64.0,15.6,0,1,2,
APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,162990,512,"Built-in Apps: Keynote, Siri, Safari, FaceTime, App Store, iTunes, Time Machine, iMovie, GarageBand, Pages, Notes",330,8,0,2,3,8.0,8.0,1,,13.3,0,1,2,
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,71149,512,Microsoft Office Home & Student 2021,331,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGT3HN/A,239900,1024,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",332,16,3,1,6,,8.0,1,,14.2,0,1,1,
DELL Inspiron Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,89890,512,Microsoft Office Home & Student 2019,333,16,1,2,4,11.0,8.0,3,64.0,14.0,1,1,2,
DELL Vostro Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light La...,66990,512,Office Home and Student 2021,334,16,1,0,11,,6.0,3,64.0,16.0,0,1,2,
ASUS Eeebook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV101WS Thin and Light La...,28990,256,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",335,8,1,2,9,,4.0,3,64.0,14.1,0,1,2,
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15W000Z5,139000,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",336,16,3,1,7,,8.0,1,,13.6,0,1,1,
Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,37999,256,,337,8,1,2,2,10.0,8.0,3,64.0,14.0,0,1,2,
MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,85990,512,,339,16,1,2,3,12.0,8.0,3,64.0,15.6,0,2,3,
Lenovo Yoga Slim 7 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,87850,512,Microsoft Office Home and Student 2019,340,8,1,2,4,10.0,8.0,3,64.0,14.0,0,1,2,
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop,42907,256,,341,8,1,2,2,11.0,8.0,3,64.0,14.0,0,1,2,
ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,181990,1024,,342,16,2,2,5,12.0,8.0,3,64.0,13.4,1,1,2,
MSI Modern 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) B11MOU-477IN Notebook,48790,512,,343,8,1,2,2,11.0,8.0,3,64.0,14.0,0,1,3,
MSI GP65 Leopard Core i7 10th Gen - (32 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,156090,512,"Shift, Cooler Boost 5, True Color 2.0, Nahimic 3",344,32,1,2,4,10.0,8.0,3,64.0,15.6,0,2,3,
HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 H...,155490,1024,Microsoft Office Home & Student 2021,345,16,2,2,4,12.0,8.0,3,64.0,16.1,0,1,2,
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 ...,304990,2048,,346,32,2,2,5,12.0,8.0,3,64.0,16.0,0,1,2,
acer Nitro 5 Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,68990,512,,347,8,1,0,11,,6.0,3,64.0,15.6,0,1,0,
ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) FX50...,85990,1024,,348,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,3,
"DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510, X9K0T Thin and ...",42590,256,Microsoft Office Home & Student 2021,349,8,1,2,2,10.0,8.0,3,64.0,15.6,0,1,2,
ASUS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X415JA-EK522WS Laptop,42990,512,,350,8,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
ASUS TUF Gaming F15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RT...,98990,1024,,351,16,1,2,4,11.0,8.0,3,64.0,15.6,0,1,2,
HP Victus Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti...,95990,512,,353,16,1,2,4,12.0,8.0,3,64.0,15.6,0,1,2,
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) Inspiron 5301 Thin and Light Laptop,78174,1024,,354,8,1,2,3,11.0,8.0,3,64.0,13.3,0,1,2,
APPLE 2022 MacBook Pro M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z16T00071,149000,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",355,16,3,1,7,,8.0,1,,13.3,0,1,1,
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,139490,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",356,8,3,1,7,,8.0,1,,13.6,0,1,1,
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) FR2512TU Laptop,43250,512,,357,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,3,
MSI Creator 15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 207...,214990,1024,"Nahimic 3, Cooler Boost, Trinity+, Creator Center, True Color 3.0",358,32,1,2,4,10.0,8.0,3,64.0,15.6,0,2,3,
ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3-3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ331WS Thi...,34990,512,Microsoft Office Home & Student 2021,359,8,1,0,10,,2.0,3,64.0,15.6,0,1,2,
MSI GF65 Thin Core i5 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 166...,74990,512,"Matrix Display, Dragon Center, Cooler Boost 5, Nahimic 3",360,16,1,2,3,9.0,8.0,3,64.0,15.6,0,2,3,
ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home...,359990,2048,,362,32,2,2,5,12.0,8.0,3,64.0,17.3,0,1,2,
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7425 Notebook,116363,512,,364,16,1,0,12,,8.0,3,64.0,14.0,1,1,2,
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z15Y000Z4,137900,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",365,16,3,1,7,,8.0,1,,13.6,0,1,1,
MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,280490,1024,,366,32,2,2,4,12.0,8.0,3,64.0,15.6,0,2,3,
ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,116990,512,Microsoft Office Home & Student,367,16,2,2,3,12.0,8.0,3,64.0,13.4,1,1,2,
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 15ITL6 Ub Thin and Lig...,39990,256,Office Home and Student 2021,368,8,1,2,2,11.0,8.0,3,64.0,15.6,0,2,3,
DELL Allienware Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3...,323990,1024,,369,32,1,2,5,11.0,8.0,3,64.0,17.3,0,1,2,
acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-4...,55990,512,"Acer Care Center, Quick Access, Acer Product Registration",370,8,1,0,11,,6.0,3,64.0,15.6,0,1,0,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,69890,512,Microsoft Office Home & Student 2019,371,16,1,2,3,11.0,8.0,3,64.0,14.0,0,1,2,
ASUS ROG Zephyrus G15 Ryzen 9 Octa Core AMD R9-6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/...,189990,1024,,372,16,2,0,13,,8.0,3,64.0,15.6,0,1,2,
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS - (32 GB/1 TB SSD/Windo...,284990,1024,,373,32,2,0,12,,8.0,3,64.0,13.4,1,1,2,
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,78990,512,Microsoft Home & Student 2021,208,8,1,0,12,,8.0,3,64.0,16.1,0,1,2,
DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,43146,256,Office Home and Student 2019 included,375,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,124990,1024,Office Home and Student 2019 included,376,16,1,2,4,11.0,8.0,3,64.0,16.0,0,1,2,
DELL Vostro Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Lap...,68146,512,,377,8,1,0,11,,6.0,3,64.0,14.0,0,1,2,
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB...,224990,2048,,378,32,2,0,12,,8.0,3,64.0,16.0,0,1,2,
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) D560784WIN9S Laptop,59390,512,,379,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,3,
ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,114990,1024,,380,16,2,2,4,12.0,8.0,3,64.0,17.3,0,1,2,
ASUS Ryzen 5 Dual Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB511WS Laptop,54990,512,,381,16,1,0,11,10.0,2.0,3,64.0,16.0,0,1,3,
ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core AMD R7-4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graph...,76490,512,,382,8,1,0,12,,8.0,3,64.0,15.6,0,1,2,
Lenovo Legion 5 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX ...,85490,512,"Microsoft Office (Trial Only), Xbox Subscription (30 Day Free Trial)",383,16,1,2,4,10.0,8.0,3,64.0,15.6,0,1,3,
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800HS - (16 GB/1 TB SSD/Windows ...,171990,1024,,386,16,2,0,12,,8.0,3,64.0,16.0,1,1,2,
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,71990,512,Microsoft Home & Student 2021,387,8,1,0,12,,8.0,3,64.0,16.1,0,1,2,
HP Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Notebook,25612,256,,388,4,1,0,0,,2.0,0,,15.6,0,1,2,
ASUS Vivobook Pro 14X OLED with ASUS DialPad Ryzen 9 Octa Core 5900HX - (8 GB/1 TB SSD/Windows 10 Home...,94990,1024,,389,8,1,0,13,,8.0,3,64.0,14.0,0,1,2,
HP Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) ...,92990,512,,390,16,1,0,11,,6.0,3,64.0,16.1,1,1,2,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5418 Thin and Light Lapto...,71900,512,Microsoft Office Home and Student 2021,391,16,1,2,3,11.0,8.0,3,64.0,14.0,0,1,2,
ASUS Ryzen 7 Dual Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) FA577RE-HN055WS Lap...,96085,512,,392,16,2,0,12,10.0,2.0,3,64.0,15.6,0,1,2,
ASUS ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A5822TS Thin and Lig...,79990,512,"Asus Splendid, Microsoft Office Home and Student 2019",393,8,0,2,3,10.0,8.0,3,64.0,13.3,0,1,2,
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 9 Octa Core AMD R9-5900HX - (16 GB/512 GB SSD/Windows 11 ...,99990,512,,395,16,1,0,13,,8.0,3,64.0,15.6,0,1,2,
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Lig...,61590,512,,396,16,1,0,11,,6.0,3,64.0,14.0,1,1,2,
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,137990,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",398,8,3,1,7,,8.0,1,,13.6,0,1,1,
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,109990,512,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",399,8,1,1,6,,8.0,1,,13.3,0,1,1,
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,174990,1024,,234,16,1,0,13,,8.0,3,64.0,15.6,0,1,2,
ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/4 TB SSD/Windows 11 Home...,479990,4096,,400,32,2,2,5,12.0,8.0,3,64.0,17.3,0,1,2,
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MPHJ3HN/A,249900,1024,,402,16,3,1,7,,8.0,1,,14.0,0,1,1,
ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForc...,281990,1024,,403,32,2,2,5,12.0,8.0,3,64.0,15.6,0,1,2,
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,226990,1024,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",404,16,3,1,6,,8.0,1,,14.2,0,1,1,
ASUS Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) K513EP-BQ1092T Thin and Light ...,45990,512,,405,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,177990,1024,,234,16,1,0,13,,8.0,3,64.0,15.6,0,1,2,
GIGABYTE G5 MD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,76990,512,,406,16,1,2,3,11.0,8.0,3,64.0,15.6,0,2,3,
APPLE 2023 MacBook Pro M2 Pro - (16 GB/512 GB SSD/macOS Ventura) MNW83HN/A,249900,512,,407,16,3,1,7,,8.0,1,,16.0,0,1,1,
DELL Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop,38490,512,Office Home and Student 2021,408,8,1,0,10,,2.0,3,64.0,15.6,0,1,2,
APPLE 2022 MacBook AIR M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z160000Z4,139000,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",409,16,3,1,7,,8.0,1,,13.6,0,1,1,
Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800LAIN Laptop,40699,512,,410,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,3,
ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX...,115736,1024,,411,16,1,0,12,10.0,4.0,3,64.0,15.6,0,1,2,
MSI Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 A5M-280IN Notebook,52990,512,,412,8,1,0,12,,8.0,3,64.0,15.6,0,1,3,
Lenovo IdeaPad 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) 14ADA05 Thin and Light Laptop,27990,256,Office Home and Student 2021,413,4,1,0,8,,2.0,3,64.0,14.0,0,1,3,
MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,259990,1024,,414,16,2,2,4,12.0,8.0,3,64.0,15.6,0,2,3,
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home...,137990,1024,,415,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,
HP Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 16-d031...,75990,512,,416,16,1,2,3,11.0,8.0,3,64.0,16.1,1,1,2,
acer Aspire Vero (Green PC) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) AV15-51 Notebook,54990,512,,417,16,1,2,3,11.0,8.0,3,64.0,15.6,0,1,0,
Avita SATUS S111 Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-SG Laptop,16990,128,,418,4,1,2,1,,2.0,3,64.0,14.1,0,1,3,
ASUS Ryzen 7 Dual Core 7th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,81990,512,,419,16,1,0,12,7.0,2.0,3,64.0,15.6,0,1,3,
MSI CreatorPro M16 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,109990,1024,"Windows 11 Home, MSI Center, CoolerBoost",421,16,1,2,4,12.0,8.0,3,64.0,16.0,0,2,3,
Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapt...,140131,512,Microsoft Office Home & Student 2019,422,16,1,2,4,11.0,8.0,3,64.0,15.0,0,1,2,
HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 1...,77990,512,,423,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,105990,512,,394,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) VOSTRO 3400 Thin and Light Laptop,39990,256,,425,8,1,2,2,11.0,8.0,3,64.0,14.96,0,1,2,
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,107990,1024,"Office Home and Student, McAfee",426,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,
Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,50490,512,,427,8,1,2,3,10.0,8.0,3,64.0,14.0,0,1,2,
DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) New G...,161531,512,,428,16,2,2,4,12.0,8.0,3,64.0,15.6,0,1,2,
