title,price,SSD,In_build_sw,id_laptop,RAM_GB,RAM_Type,Proc_Manufacturer,Proc_Series,Proc_Generation,Proc_Cores,OS_Name,OS_Bitness,Display_inch,Touchscreen,Warranty_Years,Warranty_Type,average_rating
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,112490,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",77,8,3,1,7,,8.0,1,,13.6,0,1,1,3.4347826086956523
ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ522WS Thin and Light La...,48990,512,,78,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,3.5
Lenovo IdeaPad 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop,58490,512,,79,8,1,2,3,12.0,8.0,3,64.0,15.6,0,2,2,3.7375
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1A3HN/A,309490,1024,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",80,32,3,1,6,,8.0,1,,16.2,0,1,1,3.9565217391304346
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2035TU/ 15-EG2035TU Thin and...,72990,512,,81,16,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,3.5492957746478875
ASUS Vivobook Ultra 14 (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thi...,56990,512,,82,16,1,2,3,11.0,8.0,3,64.0,14.0,0,1,2,3.9027777777777777
Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,54990,512,,85,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,4.166666666666667
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,54990,512,,86,8,1,2,3,10.0,8.0,3,64.0,15.6,0,1,2,3.4545454545454546
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,124990,1024,Microsoft Office Home & Student,87,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,3.80327868852459
DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop,44890,512,,88,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,3.9305555555555554
MSI Creator M16 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,99990,512,"Windows 11 Home, MSI Center, CoolerBoost",89,16,1,2,4,12.0,8.0,3,64.0,16.0,0,2,3,3.673076923076923
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,85990,1024,Microsoft Office Home & Student,90,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,3.6
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L312WS Thin ...,45990,512,Office Home and Student 2021,91,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,3.7758620689655173
acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54/ EX 215-54-356V Thin and L...,33990,512,,92,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,0,3.6037735849056602
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,37990,256,,93,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,3.75
MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,79990,512,"Windows 11 Home, MSI Center, CoolerBoost",94,8,1,0,12,,8.0,3,64.0,15.6,0,1,3,3.75
APPLE 2022 MacBook AIR M2 - (16 GB/512 GB SSD/Mac OS Monterey) Z160000ZC,159000,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",95,16,3,1,7,,8.0,1,,13.6,0,1,1,4.0
acer Aspire 3 Dual Core 3020e - (4 GB/256 GB SSD/Windows 11 Home) A314-22 Laptop,22990,256,"Acer Care Center, Quick Access, Acer Product Registration",96,4,1,0,8,,2.0,3,64.0,14.0,0,1,0,3.590909090909091
MSI Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12M-226IN Thin and Light Laptop,67990,512,,98,16,1,2,4,12.0,8.0,3,64.0,15.6,0,1,3,4.0
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows ...,129990,1024,Microsoft Office Home & Student,87,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,3.80327868852459
acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,61990,512,"Acer Care Center, Acer Product Registration, Nitro Sense, Quick Access",99,16,1,2,3,12.0,8.0,3,64.0,15.6,0,1,0,3.5
ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ521WS Thin and L...,45990,512,Office Home and Student 2021,100,8,1,2,3,10.0,8.0,3,64.0,15.6,0,1,2,3.6052631578947367
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EA-KA...,74990,512,Office Home and Student 2021,101,8,1,2,3,11.0,8.0,3,64.0,14.0,1,1,2,3.4193548387096775
APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEJ3HN/A,149900,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",102,8,3,1,7,,8.0,1,,13.3,0,1,1,3.6808510638297873
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 G...,89990,512,,103,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,3.6933333333333334
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1005AU Thin and Light La...,59815,512,Microsoft Office Home & Student 2021,104,16,1,0,11,,6.0,3,64.0,14.0,0,1,2,4.0
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Lapt...,42990,256,,105,8,1,2,2,11.0,8.0,3,64.0,14.0,1,1,2,3.8333333333333335
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A,86990,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",106,8,1,1,6,,8.0,1,,13.3,0,1,1,3.642857142857143
HP Pavilion Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,64990,512,Microsoft Office Home & Student 2019,108,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,4.0
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB303WS Thin...,39990,512,,109,8,1,2,2,11.0,8.0,3,64.0,14.0,0,1,2,3.823529411764706
ASUS Vivobook 15 Touch Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EZ501WS Thin and Li...,51990,512,Microsoft Office Home & Student 2021,110,8,1,2,3,11.0,8.0,3,64.0,15.6,1,1,2,3.125
ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK522WS Thin and ...,53990,512,Microsoft Office Home & Student 2021,111,8,1,2,3,12.0,8.0,3,64.0,14.0,0,1,2,3.5454545454545454
DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light L...,42490,256,Microsoft Office Home and Student 2021,112,4,1,2,2,10.0,8.0,3,64.0,14.0,0,1,2,3.6666666666666665
Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IIL05 Thin and Light Laptop,31990,256,,113,4,1,2,2,10.0,8.0,3,64.0,14.0,0,1,3,3.558139534883721
ASUS Vivobook 16X Ryzen 5 Hexa Core R5-5600H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB511WS Lapt...,54990,512,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",114,16,1,0,11,,6.0,3,64.0,16.0,0,1,2,3.6557377049180326
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,56990,512,,115,8,1,2,3,11.0,8.0,3,64.0,15.6,0,2,3,4.066666666666666
ASUS Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) X1402ZA-EK391WS Laptop,38990,256,,116,8,1,2,2,12.0,8.0,3,64.0,14.0,0,1,2,4.0
ASUS VivoBook 15 (2022) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ562WS | X515JA-E...,46990,512,Office Home and Student 2021,117,8,1,2,3,10.0,8.0,3,64.0,15.6,0,1,2,3.6875
Lenovo IdeaPad Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad 5 15ITL05 Thin and Light ...,59990,512,,118,16,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,3.6031746031746033
HP Envy x360 Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-ew0040TU Thin and Ligh...,77990,512,,120,16,1,2,3,12.0,8.0,3,64.0,15.6,1,1,2,3.5822784810126582
MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q/14...,52990,512,,121,8,1,2,3,11.0,8.0,3,64.0,15.6,0,2,3,4.333333333333333
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,60000,512,,122,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,3.8051948051948052
HP Victus Intel Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,85990,512,,123,8,1,2,4,12.0,8.0,3,64.0,15.6,0,1,2,3.4444444444444446
Lenovo Intel Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,79490,512,,124,8,1,2,3,10.0,8.0,3,64.0,15.6,0,1,2,3.6153846153846154
HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop,84990,1024,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart",125,16,1,2,4,12.0,8.0,3,64.0,14.0,0,1,2,3.8095238095238093
APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,125990,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",126,16,1,1,6,,8.0,1,,13.3,0,1,1,3.5
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,79990,512,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",127,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,3.6875
ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Lapt...,46990,512,Microsoft Office Home and Student 2021,128,8,1,2,2,11.0,8.0,3,64.0,14.0,1,1,2,3.8461538461538463
ASUS Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) M3400QA-KM502WS Laptop,54990,512,,129,8,1,0,11,,6.0,3,64.0,14.0,0,1,3,
HP Pavilion Intel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) EG2039TU Thin and Light Laptop,85990,1024,Microsoft Office Home & Student 2021,130,16,1,2,4,12.0,8.0,3,64.0,15.6,0,1,2,3.625
DELL Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,39852,256,Microsoft Office Home and Student 2019,131,4,1,2,2,10.0,8.0,3,64.0,15.0,0,1,2,4.125
APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,110900,512,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",132,8,1,1,6,,8.0,1,,13.3,0,1,1,3.9565217391304346
ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,54990,512,,133,16,1,0,11,,6.0,3,64.0,15.6,0,1,2,3.8
HP Envy 13 Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) x360-bf0063TU Thin and Light ...,109990,1024,,134,16,1,2,4,12.0,8.0,3,64.0,13.3,1,1,2,3.7868852459016393
APPLE 2023 MacBook Pro M2 Pro - (16 GB/1 TB SSD/macOS Ventura) MNW93HN/A,269900,1024,,135,16,3,1,7,,8.0,1,,16.0,0,1,1,3.793103448275862
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EAR-K...,74990,512,Office Home and Student 2021,136,8,1,2,3,11.0,8.0,3,64.0,14.0,1,1,2,3.5970149253731343
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,38990,512,,138,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,3.3768115942028984
acer Aspire 7 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,56990,512,"Acer Care Center, Acer Product Registration, Quick Access, Acer Care Center",139,16,1,0,11,,6.0,3,64.0,15.6,0,1,0,3.875
APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A,129900,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",141,8,3,1,7,,8.0,1,,13.3,0,1,1,3.4615384615384617
HP Victus Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,67990,512,,142,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,3.736842105263158
APPLE 2022 MacBook Pro M2 - (16 GB/512 GB SSD/Mac OS Monterey) Z16R000QK,168900,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",143,16,3,1,7,,8.0,1,,13.3,0,1,1,3.5757575757575757
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,32990,256,,144,8,1,2,2,10.0,8.0,3,64.0,14.0,0,1,2,3.5135135135135136
HP Envy 13 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) x360-bf0085TU Thin and Light Lap...,79990,512,,145,8,1,2,3,12.0,8.0,3,64.0,13.3,1,1,2,3.4615384615384617
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop,76490,512,,147,16,2,2,3,12.0,8.0,3,64.0,13.3,0,1,2,3.811320754716981
Infinix INBook X2 Plus Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Lapto...,57990,512,,149,16,1,2,4,11.0,8.0,3,64.0,15.6,0,1,2,3.7777777777777777
ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Lapt...,61990,512,,151,8,1,2,3,11.0,8.0,3,64.0,14.0,1,1,2,3.8461538461538463
Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,64990,512,Office Home and Student 2021,152,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,3.6666666666666665
ASUS EeeBook 14 with NumberPad Pentium Silver - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV103WS Thin ...,27990,256,,153,8,1,2,9,,8.0,3,64.0,14.0,0,1,2,3.5357142857142856
SAMSUNG Galaxy Book2 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) NP750XEE-XB1IN...,85990,512,,154,8,1,2,3,12.0,8.0,3,64.0,15.6,0,1,2,3.5483870967741935
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,149900,512,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",156,8,3,1,7,,8.0,1,,13.6,0,1,1,3.8095238095238093
APPLE 2022 MacBook Pro M2 - (16 GB/256 GB SSD/Mac OS Monterey) Z16R0006K,149000,256,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",157,16,3,1,7,,8.0,1,,13.3,0,1,1,3.875
HP Pavilion Gaming Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,75990,512,"""HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart, Microsoft Office Home & Student 2019 """,158,16,1,0,12,,8.0,3,64.0,15.6,0,1,2,3.9056603773584904
HP Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,54990,512,,159,16,1,0,12,,8.0,3,64.0,14.0,0,1,2,3.5217391304347827
ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,89990,512,,160,16,2,2,3,12.0,8.0,3,64.0,15.6,0,1,2,3.810344827586207
HP Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s- DY2501TU Thin and Light Laptop,40490,256,"HP Documentation, HP SSRM, HP Smart, Microsoft Office 2019, McAfeeLiveSafe 30 day trial, HP Support Assistant",161,8,1,2,2,11.0,8.0,3,64.0,14.0,0,1,2,3.128205128205128
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,62990,512,,122,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,3.8051948051948052
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) INSPIRON 5518 Thin a...,73890,512,Microsoft Office Home & Student 2021,163,16,1,2,3,11.0,8.0,3,64.0,15.6,0,1,2,3.9130434782608696
ASUS VivoBook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EB311WS Thin and ...,47990,512,Office Home and Student 2021,167,8,1,2,2,12.0,8.0,3,64.0,14.0,0,1,2,5.0
HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-eh0024TU Thin and Light Laptop,91990,1024,Microsoft Office Home & Student 2021,168,16,1,2,4,12.0,8.0,3,64.0,14.0,0,1,2,
ASUS Vivobook 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X415EA-EB322WS Thin and Light La...,39834,512,"Windows 11 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee",169,8,1,2,2,11.0,8.0,3,64.0,14.1,0,1,2,
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,157990,1024,,170,16,2,0,12,,8.0,3,64.0,15.6,0,1,2,
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,65990,1024,,171,8,1,2,3,10.0,8.0,3,64.0,15.6,0,1,2,
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,37990,512,,172,8,1,0,10,,2.0,3,64.0,15.6,0,2,2,
Lenovo Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 15IGL05 Thin and Light Laptop,29880,256,,173,8,1,2,1,,2.0,3,64.0,15.6,0,1,2,
MSI Crosshair 15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,104990,512,"Windows 11 Home, MSI Center, CoolerBoost",174,16,1,2,4,12.0,8.0,3,64.0,15.6,0,2,3,
HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 5500M...,75990,512,,175,8,1,0,12,,8.0,3,64.0,16.1,0,1,2,
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop,46123,512,"Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart """,176,8,1,0,11,,6.0,3,64.0,14.0,0,1,2,
acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Ligh...,49990,512,"Acer Care Center, Acer Product Registration",177,8,1,2,3,11.0,8.0,3,64.0,15.6,0,1,0,
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,58490,512,,178,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,63990,512,,179,16,1,0,11,,6.0,3,64.0,15.6,0,1,0,
HP Pavilion PLUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-eh0021TU Thin and Light Lapt...,74990,512,,180,16,1,2,3,12.0,8.0,3,64.0,14.0,0,1,2,
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,161990,1024,,181,16,2,0,13,,8.0,3,64.0,15.6,0,1,2,
Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop,61490,512,,182,16,1,2,3,12.0,8.0,3,64.0,15.6,0,2,2,
HP Envy x360 Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-ew0048TU Thin and Light ...,109990,1024,,183,16,1,2,4,12.0,8.0,3,64.0,15.6,1,1,2,
Lenovo IdeaPad Slim 5 Ryzen 7 Hexa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 82LN00JSIN Thin and...,64990,512,Microsoft Office 2021,184,16,1,0,12,,6.0,3,64.0,15.6,0,1,2,
ASUS Zenbook 14X (2022) Space Edition Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN...,159990,1024,Microsoft Office Home & Student 2021,187,32,2,2,5,12.0,8.0,3,64.0,14.0,1,1,2,
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,59990,1024,,188,8,1,0,11,,6.0,3,64.0,15.6,0,1,2,
HP G8 Ryzen 3 Dual Core AMD Ryzen 3 3250U 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business ...,28790,512,,189,8,1,0,10,3.0,2.0,3,64.0,14.0,0,1,2,
Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15ITL6 Thin and Light Laptop,55490,512,,190,8,1,2,3,11.0,8.0,3,64.0,15.6,0,2,2,
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,50990,512,Microsoft Office 2021 Home & Student,191,8,1,0,11,,6.0,3,64.0,14.0,0,2,2,
DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,34990,256,,192,8,1,0,10,,2.0,3,64.0,15.6,0,1,2,
MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,129990,1024,,193,16,1,2,4,11.0,8.0,3,64.0,15.6,0,2,3,
HP 15s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15S-FQ2670TU Laptop,39490,256,"Microsoft Office Home and Student 2019, HP Documentation, HP CoolSense, HP SSRM, HP Smart, HP Support Assistant",194,8,1,2,2,11.0,8.0,3,64.0,15.6,0,1,2,
HP OMEN Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX...,108290,512,Office Home and Student 2021,195,16,2,0,12,,8.0,3,64.0,16.1,0,1,2,
